id,name,now_cost,position,team,expected_assists_per_90,goals_conceded_per_90,points_per_game_rank_type,expected_goals,now_cost_rank,web_name,yellow_cards,transfers_in,selected_by_percent,starts,creativity,cost_change_start_fall,bps,penalties_saved,assists,minutes,penalties_order,ict_index_rank,points_per_game,expected_goals_per_90,ep_this,ep_next,bonus,ict_index,cost_change_event,expected_goals_conceded_per_90,region,total_points,selected_rank,dreamteam_count,form_rank,expected_assists,expected_goal_involvements_per_90,event_points,team_join_date,form_rank_type,influence_rank,saves_per_90,ict_index_rank_type,creativity_rank_type,starts_per_90,threat_rank_type,creativity_rank,transfers_out,value_season,influence_rank_type,chance_of_playing_this_round,can_select,chance_of_playing_next_round,expected_goal_involvements,clean_sheets_per_90,threat,selected_rank_type,penalties_missed,value_form,cost_change_start,in_dreamteam,news,direct_freekicks_order,news_added,goals_scored,threat_rank,red_cards,goals_conceded,corners_and_indirect_freekicks_order,cost_change_event_fall,influence,clean_sheets,own_goals,points_per_game_rank,transfers_in_event,saves,transfers_out_event,status,now_cost_rank_type,form,expected_goals_conceded
46,Filip Marschall,40,GKP,Aston Villa,0.0,0.0,59,0.00,634,Marschall,0,0,0.0,0,0.0,0,0,0,0,0,,524,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,706,0,459,0.00,0.0,0,,54,524,0.0,59,40,0.0,27,504,75,0.0,59,0.0,False,0.0,0.00,0.0,0.0,72,0,0.0,0,False,Has joined MK Dons for the rest of the season,,2024-07-18T09:50:40.812599Z,0,468,0,0,,0,0.0,0,0,530,0,0,4,u,57,0.0,0.00
47,Emiliano Martínez Romero,50,GKP,Aston Villa,0.0,1.62,27,0.00,192,Martinez,2,1058612,11.7,19,0.0,0,204,1,0,1665,,200,2.7,0.0,2.7,2.7,2,42.7,0,1.27,10.0,51,30,1,118,0.01,0.0,2,2020-09-16,11,31,2.7,10,71,1.03,67,681,1249177,10.2,10,100.0,True,100.0,0.01,0.11,0.0,6,0,0.5,0,False,,,2024-12-02T00:00:07.797146Z,0,676,0,30,,0,426.8,2,0,158,42182,50,33982,a,7,2.7,23.58
48,John McGinn,52,MID,Aston Villa,0.14,1.6,86,1.87,159,McGinn,3,88777,0.8,15,321.4,3,182,0,3,1235,,123,2.4,0.14,3.2,3.2,1,60.4,0,1.29,243.0,41,219,0,90,1.92,0.28,2,2018-08-08,45,262,0.0,73,38,1.09,82,49,228992,7.9,115,100.0,True,100.0,3.79,0.22,151.0,64,0,0.6,-3,False,,,2024-09-21T20:30:05.276348Z,0,124,0,22,,0,132.2,3,0,204,8106,0,3549,a,95,3.2,17.64
49,Tyrone Mings,44,DEF,Aston Villa,0.02,1.12,112,0.21,481,Mings,1,12062,0.1,1,12.1,1,18,0,0,160,,401,1.5,0.12,0.5,0.5,0,6.0,0,1.04,241.0,3,445,0,330,0.03,0.14,1,2019-07-08,104,389,0.0,135,131,0.56,116,382,12718,0.7,138,100.0,True,100.0,0.24,0.0,16.0,160,0,0.1,-1,False,,,2024-08-05T15:00:04.309727Z,0,340,0,2,,0,32.4,0,0,331,876,0,537,a,88,0.5,1.85
50,Kosta Nedeljković,39,DEF,Aston Villa,0.02,2.37,132,0.00,708,Nedeljkovic,0,249606,0.8,0,6.7,1,12,0,0,114,,431,1.0,0.0,0.2,0.2,0,2.9,0,1.67,190.0,4,221,0,374,0.02,0.02,0,2024-01-22,123,404,0.0,146,138,0.0,154,406,216716,1.0,142,,True,,0.02,0.0,0.0,86,0,0.1,-1,False,,,,0,436,0,3,,0,22.2,0,0,396,1813,0,4902,a,238,0.2,2.11
51,Robin Olsen,45,GKP,Aston Villa,0.0,2.0,38,0.00,364,Olsen,0,8660,0.1,0,0.0,0,3,0,0,45,,450,1.0,0.0,0.0,0.0,0,1.8,0,1.58,206.0,1,428,0,551,0.00,0.0,0,2022-06-10,71,419,4.0,36,65,0.0,58,590,12141,0.2,36,100.0,True,100.0,0.00,0.0,0.0,61,0,0.0,0,False,,,2024-10-18T16:30:05.894923Z,0,572,0,1,,0,17.6,0,0,423,385,2,446,a,14,0.0,0.79
52,Pau Torres,43,DEF,Aston Villa,0.02,1.68,95,0.51,559,Pau,1,232898,1.2,18,55.5,2,162,0,0,1549,,206,1.8,0.03,1.8,1.4,0,41.2,0,1.31,200.0,32,194,0,188,0.34,0.05,1,2023-07-12,59,139,0.0,64,75,1.05,43,274,261126,7.4,52,100.0,True,75.0,0.85,0.12,94.0,77,0,0.4,-2,False,Foot injury - 75% chance of playing,,2024-12-30T23:30:08.107053Z,0,185,0,29,,0,261.2,2,0,289,2407,0,13190,d,132,1.8,22.52
53,Jacob Ramsey,54,MID,Aston Villa,0.16,2.09,107,0.69,128,Ramsey,1,45376,0.2,7,122.7,1,121,0,2,645,,235,2.1,0.1,0.2,0.2,0,34.0,0,1.38,241.0,23,343,0,411,1.18,0.26,1,2019-02-12,195,296,0.0,119,114,0.98,101,174,63397,4.3,133,75.0,True,100.0,1.87,0.0,113.0,111,0,0.0,-1,False,,,2024-11-10T23:00:07.265497Z,0,162,0,15,,0,101.4,0,0,248,1566,0,484,a,75,0.2,9.92
54,Morgan Rogers,55,MID,Aston Villa,0.17,1.33,10,3.56,112,Rogers,5,3858642,22.0,19,374.7,-5,295,0,4,1559,,24,4.6,0.21,6.5,0.0,11,112.7,0,1.19,241.0,88,17,3,9,2.87,0.38,11,2024-02-01,5,50,0.0,18,32,1.1,23,41,2363295,16.0,15,100.0,True,0.0,6.43,0.17,365.0,5,0,1.2,5,False,Suspended until 15 Jan,,2024-12-30T23:30:08.155716Z,6,39,0,23,,0,384.8,3,0,26,150431,0,313081,s,69,6.5,20.58
55,Viljami Sinisalo,40,GKP,Aston Villa,0.0,0.0,56,0.00,625,Sinisalo,0,0,0.0,0,0.0,0,0,0,0,0,,517,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,708,0,451,0.00,0.0,0,,50,517,0.0,56,35,0.0,22,495,73,0.0,56,0.0,False,0.0,0.00,0.0,0.0,73,0,0.0,0,False,Permanent transfer to Celtic,,2024-07-18T09:43:21.242291Z,0,459,0,0,,0,0.0,0,0,523,0,0,1,u,52,0.0,0.00
56,Lino da Cruz Sousa,40,DEF,Aston Villa,0.0,0.0,195,0.00,651,Sousa,0,0,0.1,0,0.0,0,0,0,0,0,,538,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,507,0,474,0.00,0.0,0,,174,538,0.0,195,192,0.0,180,518,18359,0.0,195,0.0,False,0.0,0.00,0.0,0.0,182,0,0.0,0,False,Loaned to  Bristol Rovers,,2024-08-16T11:50:34.812830Z,0,484,0,0,,0,0.0,0,0,545,0,0,136,u,192,0.0,0.00
57,Youri Tielemans,55,MID,Aston Villa,0.22,1.47,73,1.45,104,Tielemans,3,242902,1.1,19,606.1,0,337,0,4,1591,2.0,31,2.6,0.08,1.8,1.8,5,105.4,0,1.19,21.0,50,203,0,196,3.85,0.3,2,2023-06-14,91,61,0.0,23,3,1.07,110,3,237013,9.1,18,,True,,5.30,0.11,89.0,61,1,0.3,0,False,,,,0,189,0,26,1.0,0,359.0,2,0,174,8110,0,5329,a,63,1.8,21.01
58,Ollie Watkins,88,FWD,Aston Villa,0.09,1.77,9,9.58,9,Watkins,0,2972095,16.9,15,207.6,2,317,0,4,1270,1.0,18,4.8,0.68,4.7,4.7,14,126.4,0,1.24,241.0,92,20,4,38,1.23,0.77,12,2020-09-09,6,45,0.0,5,8,1.06,3,107,4774723,10.5,6,100.0,True,100.0,10.81,0.28,676.0,5,0,0.5,-2,False,,,2024-12-11T15:00:06.857766Z,8,4,0,25,,0,392.6,4,0,21,252532,0,49193,a,3,4.7,17.53
233,Amadou Onana,49,MID,Aston Villa,0.02,1.89,71,1.80,269,Onana,3,1432885,2.7,12,75.8,1,170,0,0,907,,182,2.6,0.18,1.0,1.0,5,45.9,0,1.58,21.0,37,118,0,271,0.21,0.2,1,2024-07-22,132,188,0.0,96,154,1.19,69,243,1415489,7.6,75,100.0,True,100.0,2.01,0.1,177.0,37,0,0.2,-1,False,,,2024-11-21T08:30:08.977638Z,2,105,0,19,,0,205.0,1,0,167,3191,0,7525,a,176,1.0,15.88
569,Jaden Philogene,53,MID,Aston Villa,0.05,1.38,230,0.46,151,Jaden,2,3702,0.0,2,18.7,2,18,0,0,325,,386,0.8,0.13,0.3,0.3,0,7.4,0,1.31,241.0,9,529,0,365,0.17,0.18,0,2024-07-19,179,420,0.0,190,197,0.55,145,358,8960,1.7,196,100.0,True,100.0,0.63,0.28,45.0,209,0,0.1,-2,False,,,2024-10-19T16:30:07.135033Z,0,262,1,5,,0,17.4,1,0,480,238,0,203,a,89,0.3,4.73
598,Lamare Bogarde,40,DEF,Aston Villa,0.05,2.11,163,0.00,653,Bogarde,1,52905,0.3,3,17.8,0,6,0,0,213,,414,0.7,0.0,0.0,0.0,0,5.1,0,0.9,152.0,2,319,0,476,0.11,0.05,0,2021-01-07,176,390,0.0,141,120,1.27,139,360,44051,0.5,139,,True,,0.11,0.0,2.0,120,0,0.0,0,False,,,,0,403,0,5,,0,31.8,0,0,482,502,0,1327,a,194,0.0,2.13
640,Sil Swinkels,40,DEF,Aston Villa,0.0,0.0,194,0.00,650,Swinkels,0,7882,0.1,0,0.0,0,0,0,0,0,,537,0.0,0.0,0.0,0.0,0,0.0,0,0.0,152.0,0,476,0,473,0.00,0.0,0,2021-01-07,173,537,0.0,194,191,0.0,179,517,5920,0.0,194,,True,,0.00,0.0,0.0,172,0,0.0,0,False,,,,0,483,0,0,,0,0.0,0,0,544,142,0,279,a,191,0.0,0.00
641,Oliwier Zych,40,GKP,Aston Villa,0.0,0.0,65,0.00,654,Zych,0,81770,0.6,0,0.0,0,0,0,0,0,,540,0.0,0.0,0.0,0.0,0,0.0,0,0.0,172.0,0,246,0,477,0.00,0.0,0,2021-01-07,60,540,0.0,65,46,0.0,33,520,38290,0.0,65,,True,,0.00,0.0,0.0,39,0,0.0,0,False,,,,0,486,0,0,,0,0.0,0,0,547,287,0,2250,a,63,0.0,0.00
656,Kadan Young,45,MID,Aston Villa,0.0,0.0,283,0.00,446,Young,0,53122,0.2,0,0.0,0,0,0,0,0,,646,0.0,0.0,0.0,0.0,0,0.0,0,0.0,241.0,0,334,0,607,0.00,0.0,0,2022-12-10,255,646,0.0,280,281,0.0,276,641,37918,0.0,280,,True,,0.00,0.0,0.0,107,0,0.0,0,False,,,,0,626,0,0,,0,0.0,0,0,652,1229,0,1607,a,276,0.0,0.00
679,Ben Broggio,45,MID,Aston Villa,0.0,0.0,291,0.00,462,Broggio,0,1168,0.0,0,0.0,0,0,0,0,0,,659,0.0,0.0,0.0,0.0,0,0.0,0,0.0,241.0,0,664,0,619,0.00,0.0,0,2024-09-23,263,659,0.0,288,289,0.0,284,654,727,0.0,288,,True,,0.00,0.0,0.0,293,0,0.0,0,False,,,,0,639,0,0,,0,0.0,0,0,664,118,0,114,a,287,0.0,0.00
59,Max Aarons,43,DEF,Bournemouth,0.01,0.0,43,0.00,557,Aarons,0,11560,0.2,1,3.2,2,31,0,0,84,,451,2.7,0.0,1.2,1.2,0,1.7,0,0.3,241.0,8,377,0,241,0.01,0.01,1,2023-08-10,79,431,0.0,155,148,1.07,214,420,22287,1.9,154,,True,,0.01,1.07,0.0,133,0,0.3,-2,False,,,,0,535,0,0,,0,13.2,1,0,156,589,0,551,a,130,1.2,0.28
60,Tyler Adams,49,MID,Bournemouth,0.02,1.68,147,0.79,250,Adams,2,4040,0.0,5,56.4,1,74,0,0,481,,306,1.6,0.15,1.2,0.9,0,20.6,0,1.32,229.0,14,590,0,249,0.11,0.17,0,2023-08-20,120,287,0.0,152,170,0.94,151,272,3267,2.9,129,100.0,True,75.0,0.90,0.37,39.0,247,0,0.2,-1,False,Knock - 75% chance of playing,,2024-12-30T23:30:08.175231Z,0,272,0,9,,0,109.8,2,0,326,123,0,399,d,159,1.2,7.05
61,Jaidon Anthony,45,MID,Bournemouth,0.0,0.0,253,0.00,389,Anthony,0,8381,0.1,0,0.0,0,0,0,0,0,,607,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,437,0,564,0.00,0.0,0,,221,607,0.0,249,251,0.0,245,602,45111,0.0,249,0.0,False,0.0,0.00,0.0,0.0,160,0,0.0,0,False,Season long loan to Burnley,,2024-08-30T09:46:29.420148Z,0,584,0,0,,0,0.0,0,0,614,0,0,234,u,235,0.0,0.00
62,David Brooks,49,MID,Bournemouth,0.27,1.54,129,0.97,240,Brooks,1,3691,0.0,2,76.0,1,73,0,1,234,,294,1.8,0.37,1.5,1.5,1,22.2,0,1.55,244.0,22,592,0,214,0.70,0.64,2,2018-07-01,98,340,0.0,148,152,0.77,116,241,3194,4.5,161,100.0,True,100.0,1.67,0.0,83.0,249,0,0.3,-1,False,,,2024-08-12T14:30:04.440536Z,1,199,0,4,,0,68.8,0,0,292,204,0,163,a,152,1.5,4.03
63,Ryan Christie,49,MID,Bournemouth,0.12,1.17,81,0.89,243,Christie,6,27532,0.2,16,334.1,1,250,0,1,1311,,79,2.4,0.06,3.2,3.2,2,76.6,0,1.22,243.0,44,371,0,87,1.75,0.18,1,2021-08-31,43,121,0.0,49,35,1.1,84,45,33712,9.0,42,100.0,True,100.0,2.64,0.41,148.0,128,0,0.7,-1,False,,,2024-11-09T20:00:07.258668Z,1,126,0,17,4.0,0,281.8,6,0,199,1837,0,1454,a,153,3.2,17.77
64,Lewis Cook,50,MID,Bournemouth,0.15,1.27,66,0.60,196,Cook,4,52002,0.2,16,462.6,0,280,0,3,1491,,57,2.7,0.04,1.8,1.8,2,88.0,0,1.31,241.0,48,374,0,192,2.49,0.19,2,2016-07-08,88,68,0.0,36,16,0.97,129,20,47494,9.6,20,100.0,True,100.0,3.09,0.12,72.0,131,0,0.4,0,False,,2.0,2024-11-30T22:00:07.304760Z,1,226,0,21,1.0,0,346.2,2,0,159,683,0,1166,a,121,1.8,21.69
65,Enes Ünal,54,FWD,Bournemouth,0.07,0.87,34,2.68,123,Enes Ünal,2,44186,0.2,2,53.3,1,97,0,1,310,,232,1.9,0.78,3.0,3.0,4,35.2,0,1.81,219.0,31,335,0,100,0.25,0.85,0,2024-07-01,15,292,0.0,31,30,0.58,28,279,26080,5.7,27,100.0,True,100.0,2.93,0.58,203.0,54,0,0.6,-1,False,,4.0,2024-08-12T14:30:04.450058Z,2,86,0,3,,0,104.0,2,0,280,2433,0,5551,a,36,3.0,6.23
66,Romain Faivre,50,MID,Bournemouth,0.0,0.0,309,0.00,217,Faivre,0,23,0.0,0,0.0,0,0,0,0,0,,689,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,672,0,674,0.00,0.0,0,,302,689,0.0,309,308,0.0,306,686,1434,0.0,309,0.0,False,0.0,0.00,0.0,0.0,297,0,0.0,0,False,Loaned to Brest,,2024-08-20T12:15:06.505689Z,0,681,0,0,,0,0.0,0,0,690,0,0,2,u,137,0.0,0.00
67,Hamed Traorè,45,MID,Bournemouth,0.0,0.0,252,0.00,386,H.Traorè,0,3525,0.1,0,0.0,0,0,0,0,0,,606,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,520,0,563,0.00,0.0,0,,220,606,0.0,248,250,0.0,244,601,18864,0.0,248,0.0,False,0.0,0.00,0.0,0.0,203,0,0.0,0,False,Season long loan to A.J.Auxerre,,2024-08-29T11:07:43.785266Z,0,583,0,0,,0,0.0,0,0,613,0,0,68,u,234,0.0,0.00
68,James Hill,39,DEF,Bournemouth,0.16,2.09,82,0.00,699,Hill,0,55179,0.6,1,22.2,1,21,0,1,86,,411,2.0,0.0,1.0,1.0,0,5.3,0,1.71,241.0,6,253,0,257,0.15,0.16,4,2022-01-05,85,393,0.0,140,116,1.05,149,349,41405,1.5,140,,True,,0.15,0.0,0.0,93,0,0.3,-1,False,,,,0,428,0,2,,0,30.2,0,0,254,12141,0,4007,a,232,1.0,1.63
69,Daniel Jebbison,45,FWD,Bournemouth,0.0,0.0,43,0.00,437,Jebbison,0,380085,0.9,0,10.6,0,7,0,0,26,,455,1.0,0.0,0.0,0.0,0,1.6,0,1.18,,2,217,0,599,0.00,0.0,0,,53,464,0.0,48,43,0.0,49,385,489141,0.4,48,0.0,False,0.0,0.00,0.0,2.0,38,0,0.0,0,False,Loaned to Watford,,2024-08-31T06:32:40.630710Z,0,414,0,0,,0,3.2,0,0,428,0,0,3978,u,70,0.0,0.34
70,Milos Kerkez,47,DEF,Bournemouth,0.08,1.26,24,0.39,340,Kerkez,2,900829,6.8,19,312.3,-2,260,0,2,1637,,83,3.3,0.02,4.2,4.2,5,75.1,0,1.3,98.0,63,61,1,49,1.49,0.1,1,2023-07-20,16,79,0.0,12,11,1.04,32,54,227928,13.4,32,100.0,True,100.0,1.88,0.22,106.0,21,0,0.9,2,False,,,2024-11-21T08:30:08.632085Z,1,171,0,23,,0,332.6,4,0,100,47042,0,39208,a,47,4.2,23.62
71,Justin Kluivert,55,MID,Bournemouth,0.09,1.12,18,6.18,110,Kluivert,5,870693,3.7,15,289.2,0,240,0,2,1124,1.0,36,4.2,0.49,0.0,3.0,5,103.7,0,1.17,152.0,75,93,2,101,1.15,0.58,0,2023-07-01,51,89,0.0,25,49,1.2,16,62,533154,13.6,29,0.0,True,100.0,7.33,0.64,423.0,31,0,0.5,0,False,,,2024-12-27T00:30:09.136640Z,6,28,0,14,,0,323.6,8,0,44,50709,0,51883,a,68,3.0,14.56
72,Chris Mepham,44,DEF,Bournemouth,0.0,0.0,228,0.00,494,Mepham,0,287,0.0,0,0.0,1,0,0,0,0,,579,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,568,0,528,0.00,0.0,0,,216,579,0.0,228,227,0.0,222,569,6146,0.0,228,0.0,False,0.0,0.00,0.0,0.0,200,0,0.0,-1,False,On loan to Sunderland for the season,,2024-09-01T09:10:00.945219Z,0,548,0,0,,0,0.0,0,0,586,0,0,18,u,100,0.0,0.00
74,Dango Ouattara,50,MID,Bournemouth,0.21,0.78,41,4.01,228,O.Dango,0,22532,0.2,7,226.1,0,209,0,3,806,,71,3.4,0.45,5.0,5.0,4,81.6,0,1.36,35.0,54,389,1,28,1.92,0.66,6,2023-01-19,12,103,0.0,45,69,0.78,32,92,10351,10.8,37,100.0,True,100.0,5.93,0.33,291.0,134,0,1.0,0,False,,,2024-11-01T16:30:07.369192Z,3,52,0,7,,0,301.6,3,0,90,8720,0,2896,a,145,5.0,12.18
75,Alex Paulsen,40,GKP,Bournemouth,0.0,0.0,64,0.00,643,Paulsen,0,0,0.0,0,0.0,0,0,0,0,0,,532,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,0,597,0,467,0.00,0.0,0,,59,532,0.0,64,45,0.0,32,512,2662,0.0,64,0.0,False,0.0,0.00,0.0,0.0,69,0,0.0,0,False,Loaned to Auckland FC,,2024-08-10T12:14:13.050842Z,0,476,0,0,,0,0.0,0,0,538,0,0,45,u,62,0.0,0.00
76,Philip Billing,48,MID,Bournemouth,0.52,2.14,208,0.55,293,Philip,1,5750,0.0,1,102.4,2,50,0,0,168,,308,1.0,0.29,1.0,1.0,0,20.4,0,1.76,58.0,9,525,0,262,0.97,0.81,1,2019-07-29,127,358,0.0,153,127,0.54,142,202,9457,1.9,166,100.0,True,100.0,1.52,0.0,47.0,206,0,0.2,-2,False,,3.0,2024-08-29T09:30:04.570455Z,0,258,0,4,,0,54.0,0,0,442,233,0,244,a,193,1.0,3.29
77,Alex Scott,47,MID,Bournemouth,0.06,1.05,162,0.12,338,Scott,0,2370,0.0,2,65.5,3,54,0,0,258,,339,1.4,0.04,0.0,0.0,0,15.8,0,1.28,241.0,11,565,0,638,0.17,0.1,0,2023-08-10,275,337,0.0,167,161,0.7,171,257,6007,2.3,158,0.0,True,0.0,0.29,0.35,21.0,230,0,0.0,-3,False,Knee injury - Unknown return date,,2024-10-25T09:00:05.962917Z,0,318,0,3,,0,71.0,1,0,350,15,0,56,i,218,0.0,3.67
78,Antoine Semenyo,56,MID,Bournemouth,0.14,1.15,23,5.42,99,Semenyo,5,2345581,6.9,18,315.9,-1,269,0,2,1566,,16,3.9,0.31,4.0,4.0,4,129.7,0,1.23,81.0,71,58,1,59,2.40,0.45,5,2023-01-27,28,62,0.0,12,41,1.03,3,53,1796186,12.7,19,100.0,True,100.0,7.82,0.29,630.0,16,0,0.7,1,False,,,2024-11-13T14:00:07.717891Z,5,7,0,20,,0,357.8,5,0,59,91702,0,38606,a,61,4.0,21.46
79,Marcos Senesi,47,DEF,Bournemouth,0.04,1.47,92,0.81,329,Senesi,4,66333,0.3,11,78.7,3,82,0,0,917,,239,1.9,0.08,0.0,0.0,3,33.1,0,1.18,10.0,21,301,1,633,0.44,0.12,0,2022-08-08,230,175,0.0,72,59,1.08,94,235,138956,4.5,68,0.0,True,0.0,1.25,0.1,29.0,113,0,0.0,-3,False,Thigh injury - Expected back 01 Apr,,2024-12-06T10:30:07.568268Z,0,297,0,15,,0,221.0,1,0,275,35,0,1868,i,43,0.0,12.04
80,Luis Sinisterra,48,MID,Bournemouth,0.4,1.33,80,1.09,304,Sinisterra,0,68215,0.1,1,96.3,2,75,0,1,203,,222,2.4,0.48,0.0,0.0,2,37.2,0,1.54,48.0,19,425,1,643,0.91,0.88,0,2024-06-14,278,299,0.0,113,129,0.44,68,206,80809,4.0,136,0.0,True,0.0,2.00,0.0,177.0,151,0,0.0,-2,False,Hamstring injury - Unknown return date,,2024-10-25T09:00:05.974870Z,1,104,0,3,,0,98.4,0,0,198,14,0,327,i,200,0.0,3.48
81,Adam Smith,45,DEF,Bournemouth,0.01,1.13,86,0.60,358,Smith,4,27433,0.2,12,62.2,0,93,0,0,1032,,321,2.0,0.05,0.0,0.0,0,18.6,0,1.09,241.0,34,380,0,144,0.10,0.06,0,2014-01-28,42,280,0.0,107,69,1.05,127,261,33926,7.6,105,0.0,True,0.0,0.70,0.26,8.0,136,0,0.5,0,False,Muscle injury - Unknown return date,,2024-12-25T22:30:07.943044Z,0,365,0,13,,0,116.2,3,0,259,33,0,2358,i,58,2.3,12.51
83,Marcus Tavernier,54,MID,Bournemouth,0.17,1.27,51,4.09,126,Tavernier,2,90123,0.2,13,433.6,1,187,0,4,1138,,43,3.2,0.32,0.0,0.0,2,97.1,0,1.11,241.0,48,361,0,236,2.13,0.49,0,2022-08-01,113,138,0.0,30,20,1.03,34,24,98699,8.9,51,0.0,True,0.0,6.22,0.24,275.0,121,0,0.2,-1,False,Hamstring injury - Unknown return date,1.0,2024-12-12T12:00:08.312511Z,1,56,0,16,2.0,0,263.2,3,0,116,41,0,1320,i,74,1.3,14.02
84,Mark Travers,44,GKP,Bournemouth,0.0,1.0,15,0.00,497,Travers,0,13319,0.1,3,0.0,1,38,0,0,270,,371,3.3,0.0,0.0,0.0,1,9.4,0,1.38,104.0,10,404,0,529,0.01,0.0,0,2018-07-01,69,305,4.0,28,62,1.0,54,571,18549,2.3,28,,True,,0.01,0.0,0.0,58,0,0.0,-1,False,,,,0,550,0,3,,0,94.6,0,0,97,385,12,572,a,21,0.0,4.15
85,Illia Zabarnyi,44,DEF,Bournemouth,0.02,1.21,50,0.62,510,Zabarnyi,2,71287,0.6,19,109.9,1,227,0,0,1710,,167,2.5,0.03,4.2,4.2,2,49.3,0,1.26,225.0,48,252,0,48,0.34,0.05,1,2023-01-31,15,67,0.0,47,45,1.0,88,191,57794,10.9,25,,True,,0.96,0.21,32.0,92,0,1.0,-1,False,,,,0,283,0,23,,0,348.2,4,0,180,5702,0,3106,a,108,4.2,23.94
152,Kepa Arrizabalaga,45,GKP,Bournemouth,0.0,1.29,10,0.00,362,Arrizabalaga,2,344750,2.5,14,10.1,0,199,0,0,1260,,219,3.7,0.0,5.2,5.2,4,38.2,0,1.21,200.0,52,122,0,25,0.00,0.0,2,2024-08-29,2,51,3.57,14,5,1.0,57,390,137052,11.6,14,100.0,True,100.0,0.00,0.29,0.0,18,0,1.2,0,False,,,2024-10-26T20:00:07.229572Z,0,571,0,18,,0,373.2,4,0,66,60048,50,16245,a,13,5.2,16.88
580,Dean Huijsen,44,DEF,Bournemouth,0.05,0.91,12,1.20,521,Huijsen,3,391762,3.3,8,105.9,1,184,0,0,790,,164,3.8,0.14,7.0,7.0,9,49.9,0,1.43,200.0,49,103,2,5,0.45,0.19,1,2024-07-30,1,113,0.0,44,47,0.91,37,195,51239,11.1,43,,True,,1.65,0.34,100.0,39,0,1.6,-1,False,,,,2,177,0,8,,0,293.0,3,0,60,82510,0,20264,a,109,7.0,12.53
592,Julián Araujo Zúñiga,43,DEF,Bournemouth,0.01,1.79,148,0.00,560,J.Araujo,1,10848,0.1,5,7.9,2,11,0,0,352,,415,1.0,0.0,0.0,0.0,0,5.1,0,1.78,139.0,8,417,0,517,0.04,0.01,0,2024-08-13,209,378,0.0,142,136,1.28,145,404,23181,1.9,133,0.0,True,0.0,0.04,0.0,2.0,149,0,0.0,-2,False,Hamstring injury - Unknown return date,,2024-11-21T11:30:08.788295Z,0,409,0,7,,0,40.0,0,0,415,11,0,272,i,133,0.0,6.95
599,Will Dennis,40,GKP,Bournemouth,0.0,0.0,58,0.00,630,Dennis,0,35204,0.4,0,0.0,0,0,0,0,0,,520,0.0,0.0,0.0,0.0,0,0.0,0,0.0,241.0,0,292,0,455,0.00,0.0,0,2019-08-01,53,520,0.0,58,39,0.0,26,500,28625,0.0,58,,True,,0.00,0.0,0.0,45,0,0.0,0,False,,,,0,464,0,0,,0,0.0,0,0,526,472,0,1342,a,56,0.0,0.00
617,Francisco Evanilson de Lima Barbosa,59,FWD,Bournemouth,0.08,1.26,13,6.29,85,Evanilson,0,888127,3.4,16,181.0,1,285,0,4,1287,2.0,46,4.2,0.44,2.8,2.8,12,95.7,-1,1.13,30.0,76,99,1,113,1.13,0.52,8,2024-08-16,18,153,0.0,9,12,1.12,6,125,539964,12.9,19,,True,,7.42,0.49,537.0,16,1,0.5,-1,False,,,,5,13,0,18,,1,243.2,7,0,45,63696,0,35969,a,23,2.8,16.20
680,Max Kinsey,40,DEF,Bournemouth,0.0,0.0,190,0.00,645,Kinsey,0,2635,0.0,0,0.0,0,0,0,0,0,,533,0.0,0.0,0.0,0.0,0,0.0,0,0.0,241.0,0,598,0,469,0.00,0.0,0,2023-02-03,169,533,0.0,190,187,0.0,174,513,1362,0.0,190,,True,,0.00,0.0,0.0,202,0,0.0,0,False,,,,0,478,0,0,,0,0.0,0,0,540,305,0,298,a,186,0.0,0.00
687,Ben Winterburn,45,MID,Bournemouth,0.0,0.0,201,0.00,470,Winterburn,0,1354,0.0,0,0.0,0,3,0,0,8,,666,1.0,0.0,0.2,0.2,0,0.0,0,0.0,241.0,1,659,0,397,0.00,0.0,1,2024-11-29,188,483,0.0,293,294,0.0,289,661,725,0.2,227,,True,,0.00,0.0,0.0,289,0,0.0,0,False,,,,0,646,0,0,,0,0.2,0,0,434,198,0,137,a,293,0.2,0.00
702,Archie Harris,40,DEF,Bournemouth,0.0,0.0,218,0.00,682,Harris,0,548,0.0,0,0.0,0,0,0,0,0,,563,0.0,0.0,0.0,0.0,0,0.0,0,0.0,241.0,0,669,0,500,0.00,0.0,0,2024-12-25,198,563,0.0,218,216,0.0,206,544,129,0.0,218,,True,,0.00,0.0,0.0,229,0,0.0,0,False,,,,0,512,0,0,,0,0.0,0,0,570,283,0,103,a,221,0.0,0.00
